대학명,연도,학과,학과_원본명,모집인원,지원인원,합격인원,최종합격_토익환산점수,최종합격_토익원점수,최종합격_학점환산점수,최종합격_학점원점수_100점만점,비고,합격자기준
부산대학교,2026,의류학과,의류학과,1,23,1,,,,,,확인불가
부산대학교,2026,식품영양학과,식품영양학과,2,30,,,,,,,확인불가
부산대학교,2026,실내환경디자인학과,실내환경디자인학과,1,14,1,,,,,,확인불가
부산대학교,2026,아동가족학과,아동가족학과,2,25,2,,940.0,,97.8,,확인불가
부산대학교,2026,음악학과(작곡전공),음악학과(작곡전공),1,2,1,,,,,,확인불가
부산대학교,2026,한국음악학과 현악.성악전공,한국음악학과 현악.성악전공,1,1,,,,,,,확인불가
부산대학교,2026,한국음악학과 관악.타악전공,한국음악학과 관악.타악전공,1,,,,,,,,확인불가
부산대학교,2026,한국음악학과 이론.작곡전공,한국음악학과 이론.작곡전공,1,,,,,,,,확인불가
부산대학교,2026,예술문화영상학과,예술문화영상학과,2,21,2,,812.5,,97.9,,확인불가
부산대학교,2026,디자인학과(디자인앤테크놀로지전공),디자인학과(디자인앤테크놀로지전공),3,21,2,,675.0,,93.7,,확인불가
부산대학교,2026,간호학과,간호학과,3,53,,,,,,,확인불가
부산대학교,2026,나노에너지공학과,나노에너지공학과,4,7,3,,616.7,,94.1,,확인불가
부산대학교,2026,나노메카트로닉스공학과,나노메카트로닉스공학과,2,3,1,,,,,,확인불가
부산대학교,2026,광메카트로닉스공학과,광메카트로닉스공학과,4,10,4,,785.0,,94.0,,확인불가
부산대학교,2026,식물생명과학과,식물생명과학과,1,4,,,,,,,확인불가
부산대학교,2026,원예생명과학과,원예생명과학과,1,3,1,,,,,,확인불가
부산대학교,2026,동물생명자원과학과,동물생명자원과학과,1,5,1,,,,,,확인불가
부산대학교,2026,식품공학과,식품공학과,1,16,,,,,,,확인불가
부산대학교,2026,생명환경화학과,생명환경화학과,2,7,1,,,,,,확인불가
부산대학교,2026,바이오소재과학과,바이오소재과학과,1,3,1,,,,,,확인불가
부산대학교,2026,바이오산업기계공학과,바이오산업기계공학과,1,4,,,,,,,확인불가
부산대학교,2026,IT응용공학과,IT응용공학과,2,7,2,,525.0,,95.4,,확인불가
부산대학교,2026,바이오환경에너지학과,바이오환경에너지학과,1,6,,,,,,,확인불가
부산대학교,2026,조경학과,조경학과,1,8,,,,,,,확인불가
부산대학교,2026,식품자원경제학과,식품자원경제학과,2,19,2,,870.0,,97.5,,확인불가
부산대학교,2026,정보컴퓨터공학부(컴퓨터공학전공),정보컴퓨터공학부(컴퓨터공학전공),16,87,16,,909.7,,97.1,,확인불가
부산대학교,2026,정보컴퓨터공학부(인공지능전공),정보컴퓨터공학부(인공지능전공),6,35,6,,865.0,,97.6,,확인불가
부산대학교,2026,의생명융합공학부(의생명공학전공),의생명융합공학부(의생명공학전공),10,18,1,,,,,,확인불가
부산대학교,2026,의생명융합공학부(데이터사이언스전공),의생명융합공학부(데이터사이언스전공),10,22,3,,750.0,,95.6,,확인불가
인천대학교,2026,국어국문학과,국어국문학과,2,39,,,865.0,,,,최종
인천대학교,2026,영어영문학과,영어영문학과,10,63,,,937.5,,,,최종
인천대학교,2026,독어독문학과,독어독문학과,5,20,,,879.0,,,,최종
인천대학교,2026,일본지역문화학과,일본지역문화학과,5,31,,,861.0,,,,최종
인천대학교,2026,중어중국학과,중어중국학과,4,30,,,822.5,,,,최종
인천대학교,2026,패션산업학과,패션산업학과,7,32,,,842.1,,,,최종
인천대학교,2026,사회복지학과,사회복지학과,2,20,,,890.0,,,,최종
인천대학교,2026,미디어커뮤니케이션학과,미디어커뮤니케이션학과,1,22,,,870.0,,,,최종
인천대학교,2026,문헌정보학과,문헌정보학과,3,22,,,900.0,,,,최종
인천대학교,2026,창의인재개발학과,창의인재개발학과,8,46,,,861.3,,,,최종
인천대학교,2026,행정학과,행정학과,5,39,,,857.0,,,,최종
인천대학교,2026,정치외교학과,정치외교학과,4,19,,,850.0,,,,최종
인천대학교,2026,경제학과,경제학과,13,63,,,843.1,,,,최종
인천대학교,2026,무역학부,무역학부,16,74,,,882.5,,,,최종
인천대학교,2026,소비자학과,소비자학과,2,13,,,872.5,,,,최종
인천대학교,2026,경영학부,경영학부,15,112,,,875.7,,,,최종
인천대학교,2026,세무회계학과,세무회계학과,2,17,,,877.5,,,,최종
인천대학교,2026,도시행정학과,도시행정학과,2,26,,,907.5,,,,최종
인천대학교,2026,법학부,법학부,9,38,,,816.1,,,,최종
인천대학교,2026,수학과,수학과,2,11,,,800.0,,,,최종
인천대학교,2026,물리학과,물리학과,9,27,,,725.6,,,,최종
인천대학교,2026,화학과,화학과,5,19,,,679.0,,,,최종
인천대학교,2026,해양학과,해양학과,5,16,,,604.0,,,,최종
인천대학교,2026,기계공학과,기계공학과,22,78,,,842.0,,,,최종
인천대학교,2026,전기공학과,전기공학과,9,49,,,832.8,,,,최종
인천대학교,2026,전자공학전공,전자공학전공,9,61,,,840.6,,,,최종
인천대학교,2026,반도체융합전공,반도체융합전공,3,16,,,875.0,,,,최종
인천대학교,2026,산업경영공학과,산업경영공학과,9,52,,,837.2,,,,최종
인천대학교,2026,신소재공학과,신소재공학과,4,32,,,782.5,,,,최종
인천대학교,2026,안전공학과,안전공학과,2,12,,,707.5,,,,최종
인천대학교,2026,에너지화학공학과,에너지화학공학과,7,56,,,743.6,,,,최종
인천대학교,2026,바이오-로봇시스템공학과,바이오-로봇시스템공학과,2,10,,,770.0,,,,최종
인천대학교,2026,컴퓨터공학부,컴퓨터공학부,12,103,,,894.6,,,,최종
인천대학교,2026,정보통신공학과,정보통신공학과,10,39,,,794.0,,,,최종
인천대학교,2026,임베디드시스템공학과,임베디드시스템공학과,4,15,,,848.8,,,,최종
인천대학교,2026,건설환경공학전공,건설환경공학전공,7,30,,,785.0,,,,최종
인천대학교,2026,환경공학전공,환경공학전공,3,13,,,725.0,,,,최종
인천대학교,2026,도시공학과,도시공학과,4,16,,,826.3,,,,최종
인천대학교,2026,건축공학전공,건축공학전공,4,17,,,817.5,,,,최종
인천대학교,2026,도시건축학전공,도시건축학전공,8,16,,,754.4,,,,최종
인천대학교,2026,생명과학전공,생명과학전공,3,15,,,856.7,,,,최종
인천대학교,2026,분자의생명전공,분자의생명전공,2,17,,,925.0,,,,최종
인천대학교,2026,생명공학전공,생명공학전공,5,42,,,879.0,,,,최종
인천대학교,2026,나노바이오공학전공,나노바이오공학전공,1,8,,,720.0,,,,최종
인천대학교,2026,스포츠과학부,스포츠과학부,6,89,,,,,,,최종
인천대학교,2026,체육교육과,체육교육과,1,32,,,,,,,최종
인천대학교,2026,유아교육과,유아교육과,2,11,,,835.0,,,,최종
전남대학교,2026,간호학과,간호학과,11,85,11,,951.36,,93.15,,확인불가
전남대학교,2026,경영학부,경영학부,21,121,20,,896.25,,94.44,,확인불가
전남대학교,2026,경제학부,경제학부,6,42,6,,884.17,,96.18,,확인불가
전남대학교,2026,건축학부,건축학부,2,9,2,,677.5,,92.75,,확인불가
전남대학교,2026,건축·도시설계전공,건축·도시설계전공,4,16,4,,835.0,,94.61,,확인불가
전남대학교,2026,건축학부,건축공학전공,4,18,4,,743.75,,95.03,,확인불가
전남대학교,2026,토목공학과,토목공학과,4,28,3,,856.67,,91.77,,확인불가
전남대학교,2026,환경에너지공학과,환경에너지공학과,3,15,3,,783.33,,94.94,,확인불가
전남대학교,2026,에너지자원공학과,에너지자원공학과,4,11,1,,,,,,확인불가
전남대학교,2026,기계공학부,기계공학부,10,54,5,,850.0,,91.96,,확인불가
전남대학교,2026,신소재공학부,신소재공학부,9,37,9,,824.44,,93.42,,확인불가
전남대학교,2026,전자컴퓨터공학부,전자컴퓨터공학부,5,73,,,,,,,확인불가
전남대학교,2026,화학공정전공,화학공정전공,9,15,6,,704.17,,92.96,,확인불가
전남대학교,2026,화공안전전공,화공안전전공,4,7,3,,738.33,,92.99,,확인불가
전남대학교,2026,화공소재전공,화공소재전공,11,22,9,,725.0,,91.53,,확인불가
전남대학교,2026,고분자공학전공,고분자공학전공,7,16,3,,701.67,,90.93,,확인불가
전남대학교,2026,융합섬유공학전공,융합섬유공학전공,6,10,3,,620.0,,84.7,,확인불가
전남대학교,2026,산업공학과,산업공학과,6,16,5,,756.0,,92.51,,확인불가
전남대학교,2026,생물공학과,생물공학과,4,8,3,,730.0,,90.97,,확인불가
전남대학교,2026,응용식물학과,응용식물학과,4,11,4,,753.75,,94.43,,확인불가
전남대학교,2026,원예생명공학과,원예생명공학과,2,7,2,,582.5,,89.18,,확인불가
전남대학교,2026,응용생물학과,응용생물학과,3,8,3,,755.0,,91.37,,확인불가
전남대학교,2026,임산공학과,임산공학과,7,10,4,,410.0,,88.45,,확인불가
전남대학교,2026,조경학과,조경학과,4,19,4,,813.75,,95.04,,확인불가
전남대학교,2026,농생명화학과,농생명화학과,2,4,2,,765.0,,91.94,,확인불가
전남대학교,2026,식품공학과,식품공학과,3,32,3,,835.0,,96.9,,확인불가
전남대학교,2026,분자생명공학과,분자생명공학과,4,8,4,,720.0,,90.76,,확인불가
전남대학교,2026,동물자원과학전공,동물자원과학전공,2,9,1,,,,,,확인불가
전남대학교,2026,동물생명과학전공,동물생명과학전공,2,6,1,,,,,,확인불가
전남대학교,2026,지역·바이오시스템공학과,지역·바이오시스템공학과,5,14,5,,717.0,,93.54,,확인불가
전남대학교,2026,바이오에너지공학과,바이오에너지공학과,5,12,4,,628.75,,86.99,,확인불가
전남대학교,2026,농업경제학과,농업경제학과,4,17,4,,725.0,,90.85,,확인불가
전남대학교,2026,융합바이오시스템기계공학과,융합바이오시스템기계공학과,3,4,2,,670.0,,94.29,,확인불가
전남대학교,2026,국어교육과,국어교육과,6,19,6,,803.33,,96.02,,확인불가
전남대학교,2026,영어교육과,영어교육과,3,25,3,,938.33,,94.38,,확인불가
전남대학교,2026,교육학과,교육학과,2,7,1,,,,,,확인불가
전남대학교,2026,유아교육과,유아교육과,1,13,1,,,,,,확인불가
전남대학교,2026,지리교육과,지리교육과,2,9,2,,722.5,,91.84,,확인불가
전남대학교,2026,윤리교육과,윤리교육과,3,17,3,,902.5,,93.4,,확인불가
전남대학교,2026,수학교육과,수학교육과,4,11,1,,,,,,확인불가
전남대학교,2026,물리교육과,물리교육과,3,5,3,,720.0,,89.16,,확인불가
전남대학교,2026,화학교육과,화학교육과,3,8,,,,,,,확인불가
전남대학교,2026,생물교육과,생물교육과,2,7,2,,765.0,,91.35,,확인불가
전남대학교,2026,가정교육과,가정교육과,2,9,2,,795.0,,94.7,,확인불가
전남대학교,2026,유아특수교육전공,유아특수교육전공,2,12,2,,747.5,,94.85,,확인불가
전남대학교,2026,초등특수교육전공,초등특수교육전공,1,7,1,,,,,,확인불가
전남대학교,2026,중등특수교육전공,중등특수교육전공,1,6,1,,,,,,확인불가
전남대학교,2026,정치외교학과,정치외교학과,6,16,6,,815.0,,92.14,,확인불가
전남대학교,2026,사회학과,사회학과,4,15,4,,868.75,,92.56,,확인불가
전남대학교,2026,심리학과,심리학과,2,29,2,,805.0,,96.59,,확인불가
전남대학교,2026,문헌정보학과,문헌정보학과,1,11,1,,,,,,확인불가
전남대학교,2026,미디어커뮤니케이션학과,미디어커뮤니케이션학과,6,38,6,,859.17,,94.36,,확인불가
전남대학교,2026,지리학과,지리학과,1,4,1,,,,,,확인불가
전남대학교,2026,문화인류고고학과,문화인류고고학과,3,16,3,,641.67,,95.83,,확인불가
전남대학교,2026,행정학과,행정학과,6,39,6,,845.83,,92.97,,확인불가
전남대학교,2026,생활복지학과,생활복지학과,3,15,3,,823.33,,95.68,,확인불가
전남대학교,2026,식품영양과학부,식품영양과학부,9,33,8,,762.5,,95.07,,확인불가
전남대학교,2026,의류학과,의류학과,3,16,3,,811.67,,85.8,,확인불가
전남대학교,2026,국어국문학과,국어국문학과,8,26,8,,772.5,,92.28,,확인불가
전남대학교,2026,영어영문학과,영어영문학과,6,23,6,,918.33,,90.9,,확인불가
전남대학교,2026,독일언어문학과,독일언어문학과,2,5,2,,585.0,,87.06,,확인불가
전남대학교,2026,불어불문학과,불어불문학과,5,15,5,,662.0,,93.76,,확인불가
전남대학교,2026,중어중문학과,중어중문학과,9,19,9,,657.78,,92.87,,확인불가
전남대학교,2026,일어일문학과,일어일문학과,8,18,7,,802.86,,93.41,,확인불가
전남대학교,2026,사학과,사학과,7,30,7,,712.86,,90.78,,확인불가
전남대학교,2026,철학과,철학과,10,26,10,,761.0,,89.65,,확인불가
전남대학교,2026,수학과,수학과,10,14,8,,528.13,,89.13,,확인불가
전남대학교,2026,통계학과,통계학과,4,12,3,,826.67,,94.05,,확인불가
전남대학교,2026,물리학과,물리학과,8,11,3,,646.67,,87.18,,확인불가
전남대학교,2026,지질환경전공,지질환경전공,4,11,3,,716.67,,92.81,,확인불가
전남대학교,2026,해양환경전공,해양환경전공,5,7,2,,752.5,,91.6,,확인불가
전남대학교,2026,생물학과,생물학과,9,25,9,,771.11,,91.57,,확인불가
전남대학교,2026,화학과,화학과,10,16,7,,686.43,,91.44,,확인불가
전남대학교,2026,생명과학기술학부,생명과학기술학부,8,32,8,,842.5,,92.61,,확인불가
전남대학교,2026,인공지능학부,인공지능학부,12,57,3,,875.0,,93.89,,확인불가
전남대학교,2026,지능형모빌리티융합학과,지능형모빌리티융합학과,7,19,3,,693.33,,92.16,,확인불가
전남대학교,2026,빅데이터융합학과,빅데이터융합학과,3,9,2,,725.0,,89.39,,확인불가
전남대학교,2026,자율전공학부(4년),자율전공학부(4년),6,24,6,,793.33,,96.25,,확인불가
전북대학교,2026,경영학과,경영학과,17,107,16,,858.12,,93.07,,최종
전북대학교,2026,경제학부,경제학부,13,54,13,,794.62,,92.01,,최종
전북대학교,2026,무역학과,무역학과,16,44,16,,745.94,,89.3,,최종
전북대학교,2026,회계학과,회계학과,4,16,4,,780.0,,92.83,,최종
전북대학교,2026,건축공학과,건축공학과,8,33,8,,785.62,,92.94,,최종
전북대학교,2026,고분자.나노공학과,고분자.나노공학과,3,6,2,,647.5,,93.94,,최종
전북대학교,2026,기계공학과,기계공학과,7,22,3,,703.33,,92.51,,최종
전북대학교,2026,기계설계공학,기계설계공학,7,12,5,,574.0,,91.38,,최종
전북대학교,2026,나노바이오기계시스템공학,나노바이오기계시스템공학,2,2,1,,,,,,최종
전북대학교,2026,기계시스템공학부,기계시스템공학부,9,17,9,,633.89,,90.42,,최종
전북대학교,2026,도시공학과,도시공학과,4,11,3,,646.67,,91.51,,최종
전북대학교,2026,바이오메디컬공학부,바이오메디컬공학부,4,15,4,,815.0,,88.86,,최종
전북대학교,2026,산업정보시스템공학과,산업정보시스템공학과,7,19,7,,642.14,,89.12,,최종
전북대학교,2026,소프트웨어공학과,소프트웨어공학과,4,18,3,,671.67,,91.58,,최종
전북대학교,2026,금속시스템공학,금속시스템공학,2,6,2,,712.5,,87.15,,최종
전북대학교,2026,전자재료공학,전자재료공학,2,8,0,,,,,,최종
전북대학교,2026,정보소재공학,정보소재공학,2,4,2,,675.0,,93.97,,최종
전북대학교,2026,양자시스템공학과,양자시스템공학과,7,8,5,,426.0,,79.78,,최종
전북대학교,2026,유기소재섬유공학과,유기소재섬유공학과,5,6,1,,,,,,최종
전북대학교,2026,IT융합기전공학,IT융합기전공학,4,4,2,,605.0,,89.9,,최종
전북대학교,2026,IT응용시스템공학,IT응용시스템공학,2,4,1,,,,,,최종
전북대학교,2026,전기공학과,전기공학과,5,29,4,,805.0,,90.47,,최종
전북대학교,2026,전자공학부,전자공학부,25,93,25,,746.0,,92.6,,최종
전북대학교,2026,컴퓨터인공지능학부,컴퓨터인공지능학부,16,67,16,,813.44,,93.12,,최종
전북대학교,2026,자원.에너지공학,자원.에너지공학,4,10,4,,592.5,,86.73,,최종
전북대학교,2026,토목공학,토목공학,7,32,7,,732.86,,93.63,,최종
전북대학교,2026,환경공학,환경공학,5,19,5,,602.0,,94.47,,최종
전북대학교,2026,항공우주공학과,항공우주공학과,12,14,6,,578.33,,91.07,,최종
전북대학교,2026,화학공학부,화학공학부,14,44,3,,740.0,,95.09,,최종
전북대학교,2026,농업경제학,농업경제학,1,5,1,,,,,,최종
전북대학교,2026,농생물학과,농생물학과,4,7,3,,500.0,,87.76,,최종
전북대학교,2026,동물생명공학과,동물생명공학과,2,5,1,,,,,,최종
전북대학교,2026,동물자원과학과,동물자원과학과,5,20,5,,729.0,,93.69,,최종
전북대학교,2026,목재응용과학과,목재응용과학과,2,3,1,,,,,,최종
전북대학교,2026,산림환경과학과,산림환경과학과,6,20,6,,617.5,,94.07,,최종
전북대학교,2026,생명자원융합학과,생명자원융합학과,3,4,2,,567.5,,89.21,,최종
전북대학교,2026,생물산업기계공학과,생물산업기계공학과,1,4,1,,,,,,최종
전북대학교,2026,생물환경화학과,생물환경화학과,13,22,10,,547.5,,89.91,,최종
전북대학교,2026,스마트팜학과,스마트팜학과,2,6,2,,650.0,,82.6,,최종
전북대학교,2026,식품공학과,식품공학과,8,45,8,,778.12,,90.83,,최종
전북대학교,2026,원예학과,원예학과,3,10,1,,,,,,최종
전북대학교,2026,작물생명과학과,작물생명과학과,2,7,2,,585.0,,86.66,,최종
전북대학교,2026,지역건설공학과,지역건설공학과,7,21,7,,616.43,,92.38,,최종
전북대학교,2026,물리교육,물리교육,2,6,0,,,,,,최종
전북대학교,2026,교육학과,교육학과,1,10,1,,,,,,최종
전북대학교,2026,국어교육과,국어교육과,1,8,1,,,,,,최종
전북대학교,2026,독어교육과,독어교육과,2,3,1,,,,,,최종
전북대학교,2026,공공인재학부,공공인재학부,9,24,9,,842.22,,97.3,,최종
전북대학교,2026,미디어커뮤니케이션학과,미디어커뮤니케이션학과,2,33,2,,862.5,,92.05,,최종
전북대학교,2026,사회복지학과,사회복지학과,3,11,3,,803.33,,92.55,,최종
전북대학교,2026,사회학과,사회학과,4,15,4,,718.75,,89.18,,최종
전북대학교,2026,심리학과,심리학과,2,27,2,,882.5,,90.23,,최종
전북대학교,2026,정치외교학과,정치외교학과,7,26,7,,704.29,,93.4,,최종
전북대학교,2026,행정학과,행정학과,10,55,10,,821.5,,92.55,,최종
전북대학교,2026,아동학과,아동학과,2,8,2,,765.0,,88.91,,최종
전북대학교,2026,주거환경학과,주거환경학과,5,16,5,,855.0,,92.72,,최종
전북대학교,2026,산업디자인학과,산업디자인학과,2,20,2,,,,97.65,,최종
전북대학교,2026,한국음악학과,한국음악학과,1,2,1,,,,,,최종
전북대학교,2026,고고문화인류학과,고고문화인류학과,2,8,2,,717.5,,92.59,,최종
전북대학교,2026,국어국문학과,국어국문학과,3,9,1,,,,,,최종
전북대학교,2026,국제학부,국제학부,1,2,0,,,,,,최종
전북대학교,2026,독일학과,독일학과,4,8,3,,475.0,,88.34,,최종
전북대학교,2026,문헌정보학과,문헌정보학과,4,21,4,,785.0,,90.87,,최종
전북대학교,2026,사학과,사학과,7,33,7,,678.43,,92.71,,최종
전북대학교,2026,스페인.중남미학과,스페인.중남미학과,7,12,7,,622.14,,93.72,,최종
전북대학교,2026,영어영문학과,영어영문학과,17,30,12,,767.08,,90.22,,최종
전북대학교,2026,일본학과,일본학과,3,9,3,,680.0,,92.89,,최종
전북대학교,2026,중어중문학과,중어중문학과,6,20,6,,651.67,,90.21,,최종
전북대학교,2026,철학과,철학과,4,14,4,,632.5,,85.39,,최종
전북대학교,2026,프랑스·아프리카학과,프랑스·아프리카학과,5,8,2,,720.0,,83.41,,최종
전북대학교,2026,과학학과,과학학과,8,7,6,,395.83,,82.85,,최종
전북대학교,2026,물리학과,물리학과,7,2,0,,,,,,최종
전북대학교,2026,반도체과학기술학과,반도체과학기술학과,4,7,2,,677.5,,94.14,,최종
전북대학교,2026,분자생물학과,분자생물학과,5,21,4,,682.5,,91.59,,최종
전북대학교,2026,생명과학과,생명과학과,3,18,3,,665.0,,89.87,,최종
전북대학교,2026,수학과,수학과,4,5,1,,,,,,최종
전북대학교,2026,스포츠과학과,스포츠과학과,2,6,2,,500.0,,94.8,,최종
전북대학교,2026,지구환경과학과,지구환경과학과,3,6,2,,700.0,,91.31,,최종
전북대학교,2026,통계학과,통계학과,7,13,5,,613.0,,91.94,,최종
전북대학교,2026,화학과,화학과,7,11,3,,630.0,,92.04,,최종
전북대학교,2026,치의학과,치의학과,2,105,2,,990.0,,99.55,,최종
전북대학교,2026,생명자원소재공학,생명자원소재공학,3,3,1,,,,,,최종
전북대학교,2026,환경생명공학,환경생명공학,2,2,0,,,,,,최종
전북대학교,2026,생태조경디자인학과,생태조경디자인학과,5,7,2,,410.0,,85.0,,최종
충남대학교,2026,국어국문학과,국어국문학과,6,,5,48.6,895.0,,,,최초
충남대학교,2026,영어영문학과,영어영문학과,10,,9,55.26,950.5,,,,최초
충남대학교,2026,독어독문학과,독어독문학과,4,,4,44.55,861.25,,,,최초
충남대학교,2026,불어불문학과,불어불문학과,2,,2,,,,,,최초
충남대학교,2026,중어중문학과,중어중문학과,3,,3,50.4,910.0,,,,최초
충남대학교,2026,일어일문학과,일어일문학과,3,,3,44.6,861.67,,,,최초
충남대학교,2026,언어학과,언어학과,2,,2,,,,,,최초
충남대학교,2026,국사학과,국사학과,3,,3,36.6,795.0,,,,최초
충남대학교,2026,사학과,사학과,3,,3,42.6,845.0,,,,최초
충남대학교,2026,고고학과,고고학과,2,,1,,,,,,최초
충남대학교,2026,철학과,철학과,11,,10,41.67,837.25,,,,최초
충남대학교,2026,사회학과,사회학과,2,,2,,,,,,최초
충남대학교,2026,문헌정보학과,문헌정보학과,2,,2,,,,,,최초
충남대학교,2026,심리학과,심리학과,1,,1,,,,,,최초
충남대학교,2026,언론정보학과,언론정보학과,3,,2,55.6,953.33,,,,최초
충남대학교,2026,사회복지학과,사회복지학과,2,,2,,,,,,최초
충남대학교,2026,정치외교학과,정치외교학과,4,,4,50.1,907.5,,,,최초
충남대학교,2026,행정학부,행정학부,5,,5,52.8,930.0,,,,최초
충남대학교,2026,도시·자치융합학과,도시·자치융합학과,1,,1,,,,,,최초
충남대학교,2026,수학과,수학과,10,,10,30.9,747.5,,,,최초
충남대학교,2026,정보통계학과,정보통계학과,2,,1,,,,,,최초
충남대학교,2026,물리학과,물리학과,16,,11,34.5,777.5,,,,최초
충남대학교,2026,천문우주과학과,천문우주과학과,6,,6,35.6,786.67,,,,최초
충남대학교,2026,생화학과,생화학과,9,,9,39.73,821.08,,,,최초
충남대학교,2026,지질환경과학과,지질환경과학과,7,,7,37.97,806.42,,,,최초
충남대학교,2026,해양환경과학과,해양환경과학과,4,,3,38.1,807.5,,,,최초
충남대학교,2026,스포츠과학과,스포츠과학과,10,,10,39.66,820.5,,,,최초
충남대학교,2026,무용학과(현대무용),무용학과(현대무용),2,,0,,,,,,최초
충남대학교,2026,무용학과(한국무용),무용학과(한국무용),,,,,,,,,최초
충남대학교,2026,무용학과(발레),무용학과(발레),1,,0,,,,,,최초
충남대학교,2026,반도체융합학과,반도체융합학과,13,,13,37.62,803.5,,,,최초
충남대학교,2026,경제학과,경제학과,8,,8,51.0,915.0,,,,최초
충남대학교,2026,경영학부,경영학부,23,,23,53.56,936.33,,,,최초
충남대학교,2026,무역학과,무역학과,2,,2,,,,,,최초
충남대학교,2026,건축학과(5),건축학과(5),,,,48.96,898.0,,,,최초
충남대학교,2026,토목공학과,토목공학과,11,,11,48.16,891.33,,,,최초
충남대학교,2026,환경공학과,환경공학과,8,,7,43.2,850.0,,,,최초
충남대학교,2026,기계공학부,기계공학부,16,,16,47.78,888.17,,,,최초
충남대학교,2026,메카트로닉스공학과,메카트로닉스공학과,5,,4,41.16,833.0,,,,최초
충남대학교,2026,항공우주공학과,항공우주공학과,11,,3,47.64,887.0,,,,최초
충남대학교,2026,전기공학과,전기공학과,8,,7,49.28,900.67,,,,최초
충남대학교,2026,전자공학과,전자공학과,11,,12,51.22,916.83,,,,최초
충남대학교,2026,전파정보통신공학과,전파정보통신공학과,6,,5,38.9,814.17,,,,최초
충남대학교,2026,신소재공학과,신소재공학과,5,,5,48.84,897.0,,,,최초
충남대학교,2026,유기재료공학과,유기재료공학과,10,,10,42.0,840.0,,,,최초
충남대학교,2026,응용화학공학과,응용화학공학과,6,,6,48.9,897.5,,,,최초
충남대학교,2026,스마트시티건축공학과,스마트시티건축공학과,3,,1,,,,,,최초
충남대학교,2026,자율운항시스템공학과,자율운항시스템공학과,9,,9,37.87,805.58,,,,최초
충남대학교,2026,에너지공학과,에너지공학과,8,,8,42.9,847.5,,,,최초
충남대학교,2026,식물자원학과,식물자원학과,2,,2,,,,,,최초
충남대학교,2026,원예학과,원예학과,5,,5,45.12,866.0,,,,최초
충남대학교,2026,산림환경자원학과,산림환경자원학과,3,,3,42.4,843.33,,,,최초
충남대학교,2026,환경소재공학과,환경소재공학과,8,,8,34.8,780.0,,,,최초
충남대학교,2026,동물자원과학부,동물자원과학부,9,,8,36.27,792.25,,,,최초
충남대학교,2026,응용생물학과,응용생물학과,3,,3,39.0,815.0,,,,최초
충남대학교,2026,생물환경화학과,생물환경화학과,2,,2,,,,,,최초
충남대학교,2026,지역환경토목학과,지역환경토목학과,4,,4,35.1,782.5,,,,최초
충남대학교,2026,농업경제학과,농업경제학과,7,,7,40.29,825.75,,,,최초
충남대학교,2026,의류학과,의류학과,8,,7,44.03,856.92,,,,최초
충남대학교,2026,식품영양학과,식품영양학과,5,,5,46.2,875.0,,,,최초
충남대학교,2026,소비자학과,소비자학과,4,,3,39.75,821.25,,,,최초
충남대학교,2026,국어교육과,국어교육과,,,,,,,,,최초
충남대학교,2026,영어교육과,영어교육과,6,,6,57.86,972.17,,,,최초
충남대학교,2026,수학교육과,수학교육과,1,,0,,,,,,최초
충남대학교,2026,교육학과,교육학과,1,,1,,,,,,최초
충남대학교,2026,체육교육과,체육교육과,,,,,,,,,최초
충남대학교,2026,건설공학교육과,건설공학교육과,2,,2,,,,,,최초
충남대학교,2026,기계공학교육과,기계공학교육과,6,,4,31.56,753.0,,,,최초
충남대학교,2026,전기·전자·통신공학교육과,전기·전자·통신공학교육과,2,,2,,,,,,최초
충남대학교,2026,화학공학교육과,화학공학교육과,3,,1,,,,,,최초
충남대학교,2026,기술교육과,기술교육과,,,,,,,,,최초
충남대학교,2026,간호학과,간호학과,8,,8,57.53,969.42,,,,최초
충남대학교,2026,미생물·분자생명과학과,미생물·분자생명과학과,4,,4,52.5,927.5,,,,최초
충남대학교,2026,생명정보융합학과,생명정보융합학과,2,,2,,,,,,최초
충남대학교,2026,인문사회과학전공,인문사회과학전공,,,,,,,,,최초
충남대학교,2026,리더십과조직과학전공,리더십과조직과학전공,6,,5,39.12,816.0,,,,최초
충남대학교,2026,공공안전학전공,공공안전학전공,3,,3,35.2,783.33,,,,최초
충남대학교,2026,음악과(작곡),음악과(작곡),,,,,,,,,최초
충남대학교,2026,음악과(피아노),음악과(피아노),1,,0,,,,,,최초
충남대학교,2026,관현악과(관악),관현악과(관악),3,,0,,,,,,최초
충남대학교,2026,관현악과(현악),관현악과(현악),3,,0,,,,,,최초
충남대학교,2026,회화과(한국화),회화과(한국화),1,,0,,,,,,최초
충남대학교,2026,디자인창의학과(도자.섬유디자인),디자인창의학과(도자.섬유디자인),,,,,,,,,최초
충남대학교,2026,디자인창의학과(시각.제품디자인),디자인창의학과(시각.제품디자인),,,,,,,,,최초
충남대학교,2026,국제학부,국제학부,2,,2,,,,,,최초
충북대학교,2026,영어영문학과,영어영문학과,4,34,3,59.0,947.5,,,,최초
충북대학교,2026,철학과,철학과,3,20,3,55.33,800.7,,,,최초
충북대학교,2026,행정학과,행정학과,3,47,3,58.33,920.7,,,,최초
충북대학교,2026,정치외교학과,정치외교학과,3,31,2,58.0,907.5,,,,최초
충북대학교,2026,경제학과,경제학과,5,52,5,56.9,863.5,,,,최초
